차량 구분,연도,월,수출량,차종,거래 유형,판매량,공장명(국가),공장 코드,공장판매량,현지판매량,지역명
일반 차량,2024,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2024,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2024,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2024,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2024,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2024,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2024,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2024,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,10월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,11월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,12월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,1월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,2월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,3월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,4월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,5월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,6월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,7월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,8월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아프리카
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,아시아/태평양
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,캐나다
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중국
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,동유럽
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,유럽
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,인도
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중남미
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,멕시코
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,중동
일반 차량,2025,9월,0.0,Ray EV,내수,0.0,Korea Plants,DYK,0.0,0.0,미국
일반 차량,2023,10월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,7402.0,0.0,아시아/태평양
일반 차량,2023,11월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,7715.0,0.0,아시아/태평양
일반 차량,2023,12월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,6729.0,0.0,아시아/태평양
일반 차량,2023,1월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,9070.0,0.0,아시아/태평양
일반 차량,2023,2월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,8789.0,0.0,아시아/태평양
일반 차량,2023,3월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,8822.0,0.0,아시아/태평양
일반 차량,2023,4월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,7793.0,0.0,아시아/태평양
일반 차량,2023,5월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,8250.0,0.0,아시아/태평양
일반 차량,2023,6월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,8629.0,0.0,아시아/태평양
일반 차량,2023,7월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,7348.0,0.0,아시아/태평양
일반 차량,2023,8월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,8609.0,0.0,아시아/태평양
일반 차량,2023,9월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,8678.0,0.0,아시아/태평양
일반 차량,2024,10월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2024,11월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2024,12월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2024,1월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,15.0,0.0,아시아/태평양
일반 차량,2024,2월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,72.0,0.0,아시아/태평양
일반 차량,2024,3월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2024,4월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,108.0,0.0,아시아/태평양
일반 차량,2024,5월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2024,6월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2024,7월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2024,8월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2024,9월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,10월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,11월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,12월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,1월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,2월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,3월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,4월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,5월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,6월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
일반 차량,2025,7월,0.0,Pride / Rio,내수,0.0,Mexico Plant,KMX,0.0,0.0,아시아/태평양
